state,year,Month,Unemployed_prct
Wisconsin,1998,2,3.2
Wyoming,1998,2,4.6
Alabama,1998,3,4.2
Alaska,1998,3,6.3
Arizona,1998,3,4.3
Arkansas,1998,3,5.3
California,1998,3,6
Los Angeles County,1998,3,6.5
Colorado,1998,3,3.7
Connecticut,1998,3,3.7
Delaware,1998,3,3.8
District of Columbia,1998,3,8.8
Florida,1998,3,4.5
Georgia,1998,3,4.3
Hawaii,1998,3,6
Idaho,1998,3,5.2
Illinois,1998,3,4.5
Indiana,1998,3,3
Iowa,1998,3,2.7
Kansas,1998,3,3.5
Kentucky,1998,3,4.5
Louisiana,1998,3,5.6
Maine,1998,3,4.6
Maryland,1998,3,4.7
Massachusetts,1998,3,3.4
Michigan,1998,3,3.8
Minnesota,1998,3,2.7
Mississippi,1998,3,5.3
Missouri,1998,3,4.4
Montana,1998,3,5.5
Nebraska,1998,3,2.4
Nevada,1998,3,4.5
New Hampshire,1998,3,2.8
New Jersey,1998,3,4.9
New Mexico,1998,3,6.1
New York,1998,3,5.8
New York city,1998,3,8.3
North Carolina,1998,3,3.6
North Dakota,1998,3,2.6
Ohio,1998,3,4.2
Oklahoma,1998,3,4.1
Oregon,1998,3,5.5
Pennsylvania,1998,3,4.6
Rhode Island,1998,3,4.8
South Carolina,1998,3,3.5
South Dakota,1998,3,2.9
Tennessee,1998,3,4.3
Texas,1998,3,4.8
Utah,1998,3,3.6
Vermont,1998,3,3.5
Virginia,1998,3,2.9
Washington,1998,3,4.6
West Virginia,1998,3,6.7
Wisconsin,1998,3,3.1
Wyoming,1998,3,4.6
Alabama,1998,4,4.3
Alaska,1998,4,6.3
Arizona,1998,4,4.3
Arkansas,1998,4,5.2
California,1998,4,6
Los Angeles County,1998,4,6.5
Colorado,1998,4,3.7
Connecticut,1998,4,3.6
Delaware,1998,4,3.9
District of Columbia,1998,4,8.8
Florida,1998,4,4.4
Georgia,1998,4,4.3
Hawaii,1998,4,6
Idaho,1998,4,5.1
Illinois,1998,4,4.3
Indiana,1998,4,2.9
Iowa,1998,4,2.7
Kansas,1998,4,3.5
Kentucky,1998,4,4.6
Louisiana,1998,4,5.7
Maine,1998,4,4.5
Maryland,1998,4,4.6
Massachusetts,1998,4,3.3
Michigan,1998,4,3.8
Minnesota,1998,4,2.6
Mississippi,1998,4,5.3
Missouri,1998,4,4.4
Montana,1998,4,5.5
Nebraska,1998,4,2.4
Nevada,1998,4,4.5
New Hampshire,1998,4,2.8
New Jersey,1998,4,4.8
New Mexico,1998,4,6.1
New York,1998,4,5.7
New York city,1998,4,8.1
North Carolina,1998,4,3.6
North Dakota,1998,4,2.7
Ohio,1998,4,4.2
Oklahoma,1998,4,4.2
Oregon,1998,4,5.6
Pennsylvania,1998,4,4.6
Rhode Island,1998,4,4.8
South Carolina,1998,4,3.5
South Dakota,1998,4,2.8
Tennessee,1998,4,4.3
Texas,1998,4,4.9
Utah,1998,4,3.6
Vermont,1998,4,3.5
Virginia,1998,4,2.9
Washington,1998,4,4.6
West Virginia,1998,4,6.8
Wisconsin,1998,4,3.1
Wyoming,1998,4,4.6
Alabama,1998,5,4.3
Alaska,1998,5,6.3
Arizona,1998,5,4.2
Arkansas,1998,5,5.2
California,1998,5,6
Los Angeles County,1998,5,6.6
Colorado,1998,5,3.7
Connecticut,1998,5,3.5
Delaware,1998,5,3.9
District of Columbia,1998,5,8.7
Florida,1998,5,4.4
Georgia,1998,5,4.3
Hawaii,1998,5,6.1
Idaho,1998,5,5.1
Illinois,1998,5,4.3
Indiana,1998,5,2.9
Iowa,1998,5,2.7
Kansas,1998,5,3.6
Kentucky,1998,5,4.6
Louisiana,1998,5,5.8
Maine,1998,5,4.4
Maryland,1998,5,4.5
Massachusetts,1998,5,3.3
Michigan,1998,5,3.7
Minnesota,1998,5,2.6
Mississippi,1998,5,5.3
Missouri,1998,5,4.4
Montana,1998,5,5.5
Nebraska,1998,5,2.5
Nevada,1998,5,4.4
New Hampshire,1998,5,2.8
New Jersey,1998,5,4.7
New Mexico,1998,5,6.1
New York,1998,5,5.6
New York city,1998,5,7.9
North Carolina,1998,5,3.5
North Dakota,1998,5,2.7
Ohio,1998,5,4.2
Oklahoma,1998,5,4.3
Oregon,1998,5,5.7
Pennsylvania,1998,5,4.6
Rhode Island,1998,5,4.7
South Carolina,1998,5,3.6
South Dakota,1998,5,2.8
Tennessee,1998,5,4.3
Texas,1998,5,4.9
Utah,1998,5,3.7
Vermont,1998,5,3.4
Virginia,1998,5,2.9
Washington,1998,5,4.7
West Virginia,1998,5,6.7
Wisconsin,1998,5,3.2
Wyoming,1998,5,4.7
Alabama,1998,6,4.4
Alaska,1998,6,6.3
Arizona,1998,6,4.3
Arkansas,1998,6,5.1
California,1998,6,6
Los Angeles County,1998,6,6.6
Colorado,1998,6,3.7
Connecticut,1998,6,3.4
Delaware,1998,6,3.9
District of Columbia,1998,6,8.6
Florida,1998,6,4.3
Georgia,1998,6,4.3
Hawaii,1998,6,6.2
Idaho,1998,6,5.1
Illinois,1998,6,4.3
Indiana,1998,6,2.9
Iowa,1998,6,2.7
Kansas,1998,6,3.6
Kentucky,1998,6,4.7
Louisiana,1998,6,5.9
Maine,1998,6,4.4
Maryland,1998,6,4.5
Massachusetts,1998,6,3.3
Michigan,1998,6,3.8
Minnesota,1998,6,2.6
Mississippi,1998,6,5.3
Missouri,1998,6,4.3
Montana,1998,6,5.5
Nebraska,1998,6,2.5
Nevada,1998,6,4.3
New Hampshire,1998,6,2.8
New Jersey,1998,6,4.5
New Mexico,1998,6,6.1
New York,1998,6,5.5
New York city,1998,6,7.8
North Carolina,1998,6,3.4
North Dakota,1998,6,2.8
Ohio,1998,6,4.3
Oklahoma,1998,6,4.4
Oregon,1998,6,5.8
Pennsylvania,1998,6,4.6
Rhode Island,1998,6,4.6
South Carolina,1998,6,3.7
South Dakota,1998,6,2.8
Tennessee,1998,6,4.3
Texas,1998,6,4.9
Utah,1998,6,3.7
Vermont,1998,6,3.4
Virginia,1998,6,2.9
Washington,1998,6,4.7
West Virginia,1998,6,6.7
Wisconsin,1998,6,3.3
Wyoming,1998,6,4.7
Alabama,1998,7,4.5
Alaska,1998,7,6.3
Arizona,1998,7,4.3
Arkansas,1998,7,5.1
California,1998,7,6
Los Angeles County,1998,7,6.7
Colorado,1998,7,3.7
Connecticut,1998,7,3.4
Delaware,1998,7,3.8
District of Columbia,1998,7,8.5
Florida,1998,7,4.3
Georgia,1998,7,4.3
Hawaii,1998,7,6.2
Idaho,1998,7,5.1
Illinois,1998,7,4.3
Indiana,1998,7,3
Iowa,1998,7,2.7
Kansas,1998,7,3.6
Kentucky,1998,7,4.7
Louisiana,1998,7,6
Maine,1998,7,4.5
Maryland,1998,7,4.4
Massachusetts,1998,7,3.2
Michigan,1998,7,4.7
Minnesota,1998,7,2.6
Mississippi,1998,7,5.3
Missouri,1998,7,4.2
Montana,1998,7,5.5
Nebraska,1998,7,2.6
Nevada,1998,7,4.2
New Hampshire,1998,7,2.8
New Jersey,1998,7,4.5
New Mexico,1998,7,6.1
New York,1998,7,5.5
New York city,1998,7,7.7
North Carolina,1998,7,3.4
North Dakota,1998,7,2.9
Ohio,1998,7,4.3
Oklahoma,1998,7,4.5
Oregon,1998,7,5.8
Pennsylvania,1998,7,4.6
Rhode Island,1998,7,4.5
South Carolina,1998,7,3.8
South Dakota,1998,7,2.7
Tennessee,1998,7,4.3
Texas,1998,7,5
Utah,1998,7,3.7
Vermont,1998,7,3.4
Virginia,1998,7,2.9
Washington,1998,7,4.8
West Virginia,1998,7,6.7
Wisconsin,1998,7,3.4
Wyoming,1998,7,4.7
Alabama,1998,8,4.5
Alaska,1998,8,6.4
Arizona,1998,8,4.3
Arkansas,1998,8,5.2
California,1998,8,6
Los Angeles County,1998,8,6.7
Colorado,1998,8,3.7
Connecticut,1998,8,3.3
Delaware,1998,8,3.8
District of Columbia,1998,8,8.4
Florida,1998,8,4.3
Georgia,1998,8,4.3
Hawaii,1998,8,6.2
Idaho,1998,8,5.1
Illinois,1998,8,4.4
Indiana,1998,8,3.1
Iowa,1998,8,2.7
Kansas,1998,8,3.6
Kentucky,1998,8,4.7
Louisiana,1998,8,5.9
Maine,1998,8,4.5
Maryland,1998,8,4.3
Massachusetts,1998,8,3.2
Michigan,1998,8,3.9
Minnesota,1998,8,2.7
Mississippi,1998,8,5.3
Missouri,1998,8,4.1
Montana,1998,8,5.5
Nebraska,1998,8,2.6
Nevada,1998,8,4.1
New Hampshire,1998,8,2.8
New Jersey,1998,8,4.4
New Mexico,1998,8,6.1
New York,1998,8,5.5
New York city,1998,8,7.7
North Carolina,1998,8,3.4
North Dakota,1998,8,3
Ohio,1998,8,4.4
Oklahoma,1998,8,4.5
Oregon,1998,8,5.9
Pennsylvania,1998,8,4.6
Rhode Island,1998,8,4.5
South Carolina,1998,8,3.9
South Dakota,1998,8,2.7
Tennessee,1998,8,4.3
Texas,1998,8,5
Utah,1998,8,3.7
Vermont,1998,8,3.4
Virginia,1998,8,2.9
Washington,1998,8,4.9
West Virginia,1998,8,6.6
Wisconsin,1998,8,3.5
Wyoming,1998,8,4.7
Alabama,1998,9,4.5
Alaska,1998,9,6.4
Arizona,1998,9,4.3
Arkansas,1998,9,5.2
California,1998,9,6
Los Angeles County,1998,9,6.7
Colorado,1998,9,3.6
Connecticut,1998,9,3.3
Delaware,1998,9,3.7
District of Columbia,1998,9,8.2
Florida,1998,9,4.2
Georgia,1998,9,4.3
Hawaii,1998,9,6.2
Idaho,1998,9,5.1
Illinois,1998,9,4.5
Indiana,1998,9,3.2
Iowa,1998,9,2.8
Kansas,1998,9,3.6
Kentucky,1998,9,4.6
Louisiana,1998,9,5.8
Maine,1998,9,4.5
Maryland,1998,9,4.2
Massachusetts,1998,9,3.2
Michigan,1998,9,4
Minnesota,1998,9,2.7
Mississippi,1998,9,5.3
Missouri,1998,9,4
Montana,1998,9,5.5
Nebraska,1998,9,2.7
Nevada,1998,9,4
New Hampshire,1998,9,2.8
New Jersey,1998,9,4.3
New Mexico,1998,9,6.1
New York,1998,9,5.5
New York city,1998,9,7.7
North Carolina,1998,9,3.4
North Dakota,1998,9,3.1
Ohio,1998,9,4.4
Oklahoma,1998,9,4.4
Oregon,1998,9,5.9
Pennsylvania,1998,9,4.6
Rhode Island,1998,9,4.4
South Carolina,1998,9,4
South Dakota,1998,9,2.7
Tennessee,1998,9,4.3
Texas,1998,9,4.9
Utah,1998,9,3.7
Vermont,1998,9,3.3
Virginia,1998,9,2.9
Washington,1998,9,4.9
West Virginia,1998,9,6.5
Wisconsin,1998,9,3.6
Wyoming,1998,9,4.8
Alabama,1998,10,4.5
Alaska,1998,10,6.4
Arizona,1998,10,4.4
Arkansas,1998,10,5.1
California,1998,10,5.9
Los Angeles County,1998,10,6.7
Colorado,1998,10,3.5
Connecticut,1998,10,3.2
Delaware,1998,10,3.5
District of Columbia,1998,10,8
Florida,1998,10,4.2
Georgia,1998,10,4.2
Hawaii,1998,10,6.1
Idaho,1998,10,5.1
Illinois,1998,10,4.5
Indiana,1998,10,3.2
Iowa,1998,10,2.8
Kansas,1998,10,3.5
Kentucky,1998,10,4.6
Louisiana,1998,10,5.7
Maine,1998,10,4.4
Maryland,1998,10,4.1
Massachusetts,1998,10,3.2
Michigan,1998,10,4
Minnesota,1998,10,2.7
Mississippi,1998,10,5.2
Missouri,1998,10,3.8
Montana,1998,10,5.6
Nebraska,1998,10,2.7
Nevada,1998,10,3.9
New Hampshire,1998,10,2.8
New Jersey,1998,10,4.3
New Mexico,1998,10,6
New York,1998,10,5.5
New York city,1998,10,7.7
North Carolina,1998,10,3.3
North Dakota,1998,10,3.2
Ohio,1998,10,4.4
Oklahoma,1998,10,4.3
Oregon,1998,10,5.9
Pennsylvania,1998,10,4.6
Rhode Island,1998,10,4.4
South Carolina,1998,10,4
South Dakota,1998,10,2.7
Tennessee,1998,10,4.3
Texas,1998,10,4.9
Utah,1998,10,3.7
Vermont,1998,10,3.3
Virginia,1998,10,2.9
Washington,1998,10,5
West Virginia,1998,10,6.5
Wisconsin,1998,10,3.6
Wyoming,1998,10,4.8
Alabama,1998,11,4.5
Alaska,1998,11,6.4
Arizona,1998,11,4.4
Arkansas,1998,11,5.1
California,1998,11,5.8
Los Angeles County,1998,11,6.6
Colorado,1998,11,3.4
Connecticut,1998,11,3.1
Delaware,1998,11,3.4
District of Columbia,1998,11,7.8
Florida,1998,11,4.1
Georgia,1998,11,4.2
Hawaii,1998,11,6.1
Idaho,1998,11,5
Illinois,1998,11,4.4
Indiana,1998,11,3.2
Iowa,1998,11,2.8
Kansas,1998,11,3.4
Kentucky,1998,11,4.6
Louisiana,1998,11,5.5
Maine,1998,11,4.3
Maryland,1998,11,4
Massachusetts,1998,11,3.2
Michigan,1998,11,4
Minnesota,1998,11,2.7
Mississippi,1998,11,5.1
Missouri,1998,11,3.6
Montana,1998,11,5.6
Nebraska,1998,11,2.7
Nevada,1998,11,3.8
New Hampshire,1998,11,2.9
New Jersey,1998,11,4.3
New Mexico,1998,11,6
New York,1998,11,5.4
New York city,1998,11,7.6
North Carolina,1998,11,3.2
North Dakota,1998,11,3.3
Ohio,1998,11,4.3
Oklahoma,1998,11,4.2
Oregon,1998,11,5.9
Pennsylvania,1998,11,4.6
Rhode Island,1998,11,4.4
South Carolina,1998,11,4.1
South Dakota,1998,11,2.8
Tennessee,1998,11,4.3
Texas,1998,11,4.8
Utah,1998,11,3.7
Vermont,1998,11,3.2
Virginia,1998,11,2.8
Washington,1998,11,4.9
West Virginia,1998,11,6.4
Wisconsin,1998,11,3.6
Wyoming,1998,11,4.8
Alabama,1998,12,4.5
Alaska,1998,12,6.5
Arizona,1998,12,4.5
Arkansas,1998,12,5
California,1998,12,5.7
Los Angeles County,1998,12,6.5
Colorado,1998,12,3.3
Connecticut,1998,12,3
Delaware,1998,12,3.3
District of Columbia,1998,12,7.5
Florida,1998,12,4.1
Georgia,1998,12,4.1
Hawaii,1998,12,6
Idaho,1998,12,5
Illinois,1998,12,4.3
Indiana,1998,12,3.1
Iowa,1998,12,2.7
Kansas,1998,12,3.4
Kentucky,1998,12,4.6
Louisiana,1998,12,5.4
Maine,1998,12,4.2
Maryland,1998,12,3.9
Massachusetts,1998,12,3.2
Michigan,1998,12,3.9
Minnesota,1998,12,2.6
Mississippi,1998,12,5.1
Missouri,1998,12,3.4
Montana,1998,12,5.6
Nebraska,1998,12,2.7
Nevada,1998,12,3.8
New Hampshire,1998,12,2.9
New Jersey,1998,12,4.3
New Mexico,1998,12,5.9
New York,1998,12,5.4
New York city,1998,12,7.4
North Carolina,1998,12,3.2
North Dakota,1998,12,3.3
Ohio,1998,12,4.3
Oklahoma,1998,12,4.1
Oregon,1998,12,5.9
Pennsylvania,1998,12,4.5
Rhode Island,1998,12,4.4
South Carolina,1998,12,4.1
South Dakota,1998,12,2.8
Tennessee,1998,12,4.2
Texas,1998,12,4.7
Utah,1998,12,3.7
Vermont,1998,12,3.2
Virginia,1998,12,2.8
Washington,1998,12,4.9
West Virginia,1998,12,6.4
Wisconsin,1998,12,3.5
Wyoming,1998,12,4.8
Alabama,2002,1,6.1
Alaska,2002,1,6.8
Arizona,2002,1,5.9
Arkansas,2002,1,5.5
California,2002,1,6.5
Los Angeles County,2002,1,6.8
Colorado,2002,1,5.3
Connecticut,2002,1,3.4
Delaware,2002,1,3.9
District of Columbia,2002,1,6.6
Florida,2002,1,6
Georgia,2002,1,5
Hawaii,2002,1,5.1
Idaho,2002,1,5.6
Illinois,2002,1,6.3
Indiana,2002,1,5.4
Iowa,2002,1,3.9
Kansas,2002,1,4.9
Kentucky,2002,1,5.9
Louisiana,2002,1,6.2
Maine,2002,1,4.1
Maryland,2002,1,4.6
Massachusetts,2002,1,4.7
Michigan,2002,1,6.4
Minnesota,2002,1,4.5
Mississippi,2002,1,6.7
Missouri,2002,1,5.3
Montana,2002,1,4.5
Nebraska,2002,1,3.6
Nevada,2002,1,6.1
New Hampshire,2002,1,4.3
New Jersey,2002,1,5.5
New Mexico,2002,1,5.3
New York,2002,1,6.1
New York city,2002,1,7.7
North Carolina,2002,1,6.8
North Dakota,2002,1,3.5
Ohio,2002,1,5.6
Oklahoma,2002,1,4.6
Oregon,2002,1,7.9
Pennsylvania,2002,1,5.5
Rhode Island,2002,1,4.8
South Carolina,2002,1,5.9
South Dakota,2002,1,3.4
Tennessee,2002,1,5.8
Texas,2002,1,6.1
Utah,2002,1,5.4
Vermont,2002,1,3.7
Virginia,2002,1,4.2
Washington,2002,1,7.4
West Virginia,2002,1,5.5
Wisconsin,2002,1,5.4
Wyoming,2002,1,3.9
Alabama,2002,2,6.1
Alaska,2002,2,6.9
Arizona,2002,2,6
Arkansas,2002,2,5.6
California,2002,2,6.6
Los Angeles County,2002,2,6.9
Colorado,2002,2,5.4
Connecticut,2002,2,3.5
Delaware,2002,2,4
District of Columbia,2002,2,6.6
Florida,2002,2,5.9
Georgia,2002,2,5.1
Hawaii,2002,2,4.9
Idaho,2002,2,5.7
Illinois,2002,2,6.4
Indiana,2002,2,5.4
Iowa,2002,2,3.9
Kansas,2002,2,5
Kentucky,2002,2,5.8
Louisiana,2002,2,6.2
Maine,2002,2,4.2
Maryland,2002,2,4.6
Massachusetts,2002,2,4.9
Michigan,2002,2,6.4
Minnesota,2002,2,4.6
Mississippi,2002,2,6.8
Missouri,2002,2,5.4
Montana,2002,2,4.5
Nebraska,2002,2,3.6
Nevada,2002,2,6
New Hampshire,2002,2,4.4
New Jersey,2002,2,5.7
New Mexico,2002,2,5.4
New York,2002,2,6.2
New York city,2002,2,7.9
North Carolina,2002,2,6.9
North Dakota,2002,2,3.6
Ohio,2002,2,5.7
Oklahoma,2002,2,4.6
Oregon,2002,2,7.9
Pennsylvania,2002,2,5.6
Rhode Island,2002,2,4.8
South Carolina,2002,2,5.9
South Dakota,2002,2,3.4
Tennessee,2002,2,5.8
Texas,2002,2,6.2
Utah,2002,2,5.5
Vermont,2002,2,3.8
Virginia,2002,2,4.3
Washington,2002,2,7.5
West Virginia,2002,2,5.7
Wisconsin,2002,2,5.4
Wyoming,2002,2,3.9
Alabama,2002,3,6
Alaska,2002,3,7
Arizona,2002,3,6
Arkansas,2002,3,5.6
California,2002,3,6.6
Los Angeles County,2002,3,6.9
Colorado,2002,3,5.5
Connecticut,2002,3,3.7
Delaware,2002,3,4.1
District of Columbia,2002,3,6.5
Florida,2002,3,5.9
Georgia,2002,3,5.1
Hawaii,2002,3,4.7
Idaho,2002,3,5.7
Illinois,2002,3,6.5
Indiana,2002,3,5.4
Iowa,2002,3,4
Kansas,2002,3,5
Kentucky,2002,3,5.7
Louisiana,2002,3,6.2
Maine,2002,3,4.2
Maryland,2002,3,4.6
Massachusetts,2002,3,5
Michigan,2002,3,6.4
Minnesota,2002,3,4.6
Mississippi,2002,3,6.8
Missouri,2002,3,5.5
Montana,2002,3,4.5
Nebraska,2002,3,3.7
Nevada,2002,3,5.9
New Hampshire,2002,3,4.4
New Jersey,2002,3,5.8
New Mexico,2002,3,5.5
New York,2002,3,6.3
New York city,2002,3,8
North Carolina,2002,3,6.9
North Dakota,2002,3,3.7
Ohio,2002,3,5.8
Oklahoma,2002,3,4.6
Oregon,2002,3,7.8
Pennsylvania,2002,3,5.6
Rhode Island,2002,3,4.8
South Carolina,2002,3,5.9
South Dakota,2002,3,3.3
Tennessee,2002,3,5.6
Texas,2002,3,6.3
Utah,2002,3,5.7
Vermont,2002,3,3.8
Virginia,2002,3,4.3
Washington,2002,3,7.5
West Virginia,2002,3,5.8
Wisconsin,2002,3,5.5
Wyoming,2002,3,4
Alabama,2002,4,6
Alaska,2002,4,7.2
Arizona,2002,4,6.1
Arkansas,2002,4,5.6
California,2002,4,6.6
Los Angeles County,2002,4,6.9
Colorado,2002,4,5.5
Connecticut,2002,4,3.8
Delaware,2002,4,4.1
District of Columbia,2002,4,6.5
Florida,2002,4,5.8
Georgia,2002,4,5.1
Hawaii,2002,4,4.5
Idaho,2002,4,5.7
Illinois,2002,4,6.6
Indiana,2002,4,5.4
Iowa,2002,4,4
Kansas,2002,4,5
Kentucky,2002,4,5.6
Louisiana,2002,4,6.1
Maine,2002,4,4.2
Maryland,2002,4,4.5
Massachusetts,2002,4,5.1
Michigan,2002,4,6.4
Minnesota,2002,4,4.6
Mississippi,2002,4,6.7
Missouri,2002,4,5.5
Montana,2002,4,4.5
Nebraska,2002,4,3.7
Nevada,2002,4,5.8
New Hampshire,2002,4,4.5
New Jersey,2002,4,5.8
New Mexico,2002,4,5.5
New York,2002,4,6.3
New York city,2002,4,8
North Carolina,2002,4,6.8
North Dakota,2002,4,3.7
Ohio,2002,4,5.9
Oklahoma,2002,4,4.6
Oregon,2002,4,7.6
Pennsylvania,2002,4,5.7
Rhode Island,2002,4,4.9
South Carolina,2002,4,5.8
South Dakota,2002,4,3.2
Tennessee,2002,4,5.4
Texas,2002,4,6.3
Utah,2002,4,5.8
Vermont,2002,4,3.9
Virginia,2002,4,4.3
Washington,2002,4,7.5
West Virginia,2002,4,5.9
Wisconsin,2002,4,5.4
Wyoming,2002,4,4
Alabama,2002,5,5.9
Alaska,2002,5,7.3
Arizona,2002,5,6.1
Arkansas,2002,5,5.5
California,2002,5,6.6
Los Angeles County,2002,5,6.9
Colorado,2002,5,5.5
Connecticut,2002,5,4
Delaware,2002,5,4.1
District of Columbia,2002,5,6.4
Florida,2002,5,5.7
Georgia,2002,5,5
Hawaii,2002,5,4.3
Idaho,2002,5,5.6
Illinois,2002,5,6.6
Indiana,2002,5,5.3
Iowa,2002,5,4
Kansas,2002,5,5.1
Kentucky,2002,5,5.6
Louisiana,2002,5,6.1
Maine,2002,5,4.3
Maryland,2002,5,4.5
Massachusetts,2002,5,5.2
Michigan,2002,5,6.3
Minnesota,2002,5,4.6
Mississippi,2002,5,6.6
Missouri,2002,5,5.5
Montana,2002,5,4.4
Nebraska,2002,5,3.7
Nevada,2002,5,5.7
New Hampshire,2002,5,4.5
New Jersey,2002,5,5.8
New Mexico,2002,5,5.6
New York,2002,5,6.2
New York city,2002,5,8
North Carolina,2002,5,6.7
North Dakota,2002,5,3.8
Ohio,2002,5,5.8
Oklahoma,2002,5,4.5
Oregon,2002,5,7.5
Pennsylvania,2002,5,5.6
Rhode Island,2002,5,4.9
South Carolina,2002,5,5.8
South Dakota,2002,5,3.2
Tennessee,2002,5,5.2
Texas,2002,5,6.3
Utah,2002,5,5.8
Vermont,2002,5,3.9
Virginia,2002,5,4.2
Washington,2002,5,7.5
West Virginia,2002,5,6
Wisconsin,2002,5,5.4
Wyoming,2002,5,4
Alabama,2002,6,5.9
Alaska,2002,6,7.4
Arizona,2002,6,6.2
Arkansas,2002,6,5.4
California,2002,6,6.6
Los Angeles County,2002,6,6.9
Colorado,2002,6,5.5
Connecticut,2002,6,4.2
Delaware,2002,6,4.1
District of Columbia,2002,6,6.3
Florida,2002,6,5.6
Georgia,2002,6,5
Hawaii,2002,6,4.2
Idaho,2002,6,5.5
Illinois,2002,6,6.6
Indiana,2002,6,5.2
Iowa,2002,6,4
Kansas,2002,6,5.1
Kentucky,2002,6,5.5
Louisiana,2002,6,6.1
Maine,2002,6,4.3
Maryland,2002,6,4.4
Massachusetts,2002,6,5.3
Michigan,2002,6,6.3
Minnesota,2002,6,4.5
Mississippi,2002,6,6.6
Missouri,2002,6,5.4
Montana,2002,6,4.4
Nebraska,2002,6,3.7
Nevada,2002,6,5.6
New Hampshire,2002,6,4.5
New Jersey,2002,6,5.8
New Mexico,2002,6,5.6
New York,2002,6,6.1
New York city,2002,6,8
North Carolina,2002,6,6.6
North Dakota,2002,6,3.8
Ohio,2002,6,5.8
Oklahoma,2002,6,4.5
Oregon,2002,6,7.3
Pennsylvania,2002,6,5.6
Rhode Island,2002,6,4.9
South Carolina,2002,6,5.7
South Dakota,2002,6,3.1
Tennessee,2002,6,5.1
Texas,2002,6,6.4
Utah,2002,6,5.9
Vermont,2002,6,4
Virginia,2002,6,4.2
Washington,2002,6,7.4
West Virginia,2002,6,6
Wisconsin,2002,6,5.3
Wyoming,2002,6,4
Alabama,2002,7,5.8
Alaska,2002,7,7.4
Arizona,2002,7,6.2
Arkansas,2002,7,5.4
California,2002,7,6.6
Los Angeles County,2002,7,6.8
Colorado,2002,7,5.5
Connecticut,2002,7,4.4
Delaware,2002,7,4
District of Columbia,2002,7,6.3
Florida,2002,7,5.6
Georgia,2002,7,4.9
Hawaii,2002,7,4.1
Idaho,2002,7,5.4
Illinois,2002,7,6.6
Indiana,2002,7,5.1
Iowa,2002,7,4
Kansas,2002,7,5.1
Kentucky,2002,7,5.5
Louisiana,2002,7,6.1
Maine,2002,7,4.3
Maryland,2002,7,4.4
Massachusetts,2002,7,5.4
Michigan,2002,7,6.2
Minnesota,2002,7,4.5
Mississippi,2002,7,6.5
Missouri,2002,7,5.4
Montana,2002,7,4.3
Nebraska,2002,7,3.6
Nevada,2002,7,5.5
New Hampshire,2002,7,4.5
New Jersey,2002,7,5.8
New Mexico,2002,7,5.6
New York,2002,7,6.1
New York city,2002,7,7.9
North Carolina,2002,7,6.5
North Dakota,2002,7,3.8
Ohio,2002,7,5.7
Oklahoma,2002,7,4.5
Oregon,2002,7,7.2
Pennsylvania,2002,7,5.5
Rhode Island,2002,7,5
South Carolina,2002,7,5.7
South Dakota,2002,7,3
Tennessee,2002,7,4.9
Texas,2002,7,6.4
Utah,2002,7,5.9
Vermont,2002,7,4
Virginia,2002,7,4.2
Washington,2002,7,7.3
West Virginia,2002,7,6
Wisconsin,2002,7,5.3
Wyoming,2002,7,4
Alabama,2002,8,5.8
Alaska,2002,8,7.5
Arizona,2002,8,6.2
Arkansas,2002,8,5.4
California,2002,8,6.7
Los Angeles County,2002,8,6.7
Colorado,2002,8,5.5
Connecticut,2002,8,4.6
Delaware,2002,8,4
District of Columbia,2002,8,6.2
Florida,2002,8,5.5
Georgia,2002,8,4.9
Hawaii,2002,8,4
Idaho,2002,8,5.4
Illinois,2002,8,6.6
Indiana,2002,8,5.1
Iowa,2002,8,4
Kansas,2002,8,5.1
Kentucky,2002,8,5.6
Louisiana,2002,8,6.1
Maine,2002,8,4.4
Maryland,2002,8,4.3
Massachusetts,2002,8,5.4
Michigan,2002,8,6.1
Minnesota,2002,8,4.4
Mississippi,2002,8,6.5
Missouri,2002,8,5.3
Montana,2002,8,4.3
Nebraska,2002,8,3.6
Nevada,2002,8,5.5
New Hampshire,2002,8,4.5
New Jersey,2002,8,5.8
New Mexico,2002,8,5.6
New York,2002,8,6
New York city,2002,8,7.9
North Carolina,2002,8,6.5
North Dakota,2002,8,3.8
Ohio,2002,8,5.7
Oklahoma,2002,8,4.6
Oregon,2002,8,7.2
Pennsylvania,2002,8,5.5
Rhode Island,2002,8,5
South Carolina,2002,8,5.6
South Dakota,2002,8,3
Tennessee,2002,8,4.8
Texas,2002,8,6.4
Utah,2002,8,5.9
Vermont,2002,8,4
Virginia,2002,8,4.2
Washington,2002,8,7.3
West Virginia,2002,8,6
Wisconsin,2002,8,5.3
Wyoming,2002,8,4
Alabama,2002,9,5.8
Alaska,2002,9,7.5
Arizona,2002,9,6.2
Arkansas,2002,9,5.4
California,2002,9,6.7
Los Angeles County,2002,9,6.6
Colorado,2002,9,5.6
Connecticut,2002,9,4.8
Delaware,2002,9,3.9
District of Columbia,2002,9,6.2
Florida,2002,9,5.5
Georgia,2002,9,4.9
Hawaii,2002,9,3.9
Idaho,2002,9,5.4
Illinois,2002,9,6.5
Indiana,2002,9,5
Iowa,2002,9,4
Kansas,2002,9,5.1
Kentucky,2002,9,5.6
Louisiana,2002,9,6.1
Maine,2002,9,4.4
Maryland,2002,9,4.3
Massachusetts,2002,9,5.5
Michigan,2002,9,6.1
